app_name,platform,sector,text,rating,date,city,version
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-09-25,جدة,latest
Jeeny,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-09-25,الرياض,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-09-25,الرياض,latest
TheChefs,google_play,توصيل,خدمة عادية,3,2025-09-25,جدة,latest
ToYou,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-09-25,الدمام,latest
Keeta,google_play,توصيل,تجربة مميزة جداً,5,2025-09-25,جدة,latest
Mostaql,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-09-25,أبها,latest
Careem,google_play,نقل,خدمة رائعة ننصح بها,5,2025-09-26,الرياض,latest
Bolt,google_play,نقل,خدمة عادية,3,2025-09-26,جدة,latest
Wasselni,google_play,نقل,السائق ألغى الرحلة بدون سبب,1,2025-09-26,الخبر,latest
ToYou,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-09-26,مكة المكرمة,latest
ToYou,google_play,توصيل,تجربة مميزة جداً,5,2025-09-26,الرياض,latest
Keeta,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-09-26,الرياض,latest
Khamsat,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-09-26,جدة,latest
Khamsat,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-09-26,الرياض,latest
Khamsat,google_play,عمل_حر,منصة موثوقة جداً,5,2025-09-26,الدمام,latest
Bolt,google_play,نقل,تطبيق سهل الاستخدام,4,2025-09-27,مكة المكرمة,latest
Jeeny,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-09-27,جدة,latest
ToYou,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-09-27,جدة,latest
Sary,google_play,عمل_حر,يحتاج تحسين في الحماية,2,2025-09-27,المدينة المنورة,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-09-28,مكة المكرمة,latest
ToYou,google_play,توصيل,أسوأ تجربة توصيل,1,2025-09-28,الرياض,latest
Sary,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-09-28,تبوك,latest
Careem,google_play,نقل,خدمة عادية,3,2025-09-29,الدمام,latest
Careem,google_play,نقل,بعض السائقين غير محترفين,2,2025-09-29,الدمام,latest
Careem,google_play,نقل,خدمة رائعة ننصح بها,5,2025-09-29,الرياض,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-09-29,الرياض,latest
HungerStation,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-09-29,الدمام,latest
ToYou,google_play,توصيل,الطعام وصل طازجاً,4,2025-09-29,جدة,latest
Khamsat,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-09-29,الدمام,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-09-30,الرياض,latest
Jeeny,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-09-30,الدمام,latest
Jeeny,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-09-30,الدمام,latest
Wasselni,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-09-30,الرياض,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-09-30,المدينة المنورة,latest
Khamsat,google_play,عمل_حر,بعض العملاء غير جادين,2,2025-09-30,جدة,latest
Khamsat,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-09-30,المدينة المنورة,latest
Wasselni,google_play,نقل,أفضل تطبيق نقل,5,2025-10-01,جدة,latest
Jahez,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-01,الدمام,latest
Jahez,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-02,الرياض,latest
Uber,google_play,نقل,الأسعار مبالغ فيها كثيراً,1,2025-10-03,الرياض,latest
Uber,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-03,جدة,latest
Careem,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-10-03,مكة المكرمة,latest
HungerStation,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-10-03,مكة المكرمة,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-03,الرياض,latest
ToYou,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-10-03,الطائف,latest
Keeta,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-10-03,الطائف,latest
Sary,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-10-03,مكة المكرمة,latest
Sary,google_play,عمل_حر,المنافسة كبيرة والأسعار منخفضة,2,2025-10-03,الدمام,latest
Bolt,google_play,نقل,الأسعار معقولة,4,2025-10-04,جدة,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-10-04,الدمام,latest
Bolt,google_play,نقل,التطبيق يعلق أحياناً,2,2025-10-04,الرياض,latest
Jeeny,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-04,الرياض,latest
Wasselni,google_play,نقل,تطبيق سهل الاستخدام,4,2025-10-04,تبوك,latest
HungerStation,google_play,توصيل,تجربة جيدة,4,2025-10-04,مكة المكرمة,latest
Keeta,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-10-04,جدة,latest
Careem,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-10-05,الرياض,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-05,الرياض,latest
TheChefs,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-10-05,جدة,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-10-06,أبها,latest
Bolt,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-10-06,جدة,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-10-06,الرياض,latest
Jeeny,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-06,جدة,latest
Wasselni,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-10-06,المدينة المنورة,latest
Kayan,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-06,جدة,latest
ToYou,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-06,جدة,latest
Khamsat,google_play,عمل_حر,منصة موثوقة جداً,5,2025-10-06,جدة,latest
Sary,google_play,عمل_حر,فرص عمل متنوعة,4,2025-10-06,مكة المكرمة,latest
Sary,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-10-06,الدمام,latest
Wasselni,google_play,نقل,التطبيق يعلق أحياناً,2,2025-10-07,جدة,latest
ToYou,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-10-07,مكة المكرمة,latest
Careem,google_play,نقل,الأسعار مبالغ فيها كثيراً,1,2025-10-08,الطائف,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-10-08,الرياض,latest
Jeeny,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-10-08,الدمام,latest
Kayan,google_play,نقل,بعض السائقين غير محترفين,2,2025-10-08,مكة المكرمة,latest
Kayan,google_play,نقل,خدمة رائعة ننصح بها,5,2025-10-08,المدينة المنورة,latest
Mrsool,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-10-08,جدة,latest
ToYou,google_play,توصيل,أسوأ تجربة توصيل,1,2025-10-08,جدة,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-09,الطائف,latest
Jeeny,google_play,نقل,تطبيق سهل الاستخدام,4,2025-10-09,جدة,latest
HungerStation,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-10-09,الطائف,latest
Jahez,google_play,توصيل,تجربة مميزة جداً,5,2025-10-09,جدة,latest
Jahez,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-10-09,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-09,جدة,latest
Khamsat,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-10-09,الطائف,latest
Sary,google_play,عمل_حر,الزبون ما دفع بعد تسليم العمل,1,2025-10-09,جدة,latest
Uber,google_play,نقل,أفضل تطبيق نقل,5,2025-10-10,الرياض,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-10,تبوك,latest
Mrsool,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-10-10,الخبر,latest
TheChefs,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-10,الرياض,latest
TheChefs,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-10,الرياض,latest
Mostaql,google_play,عمل_حر,منصة موثوقة جداً,5,2025-10-10,الرياض,latest
Uber,google_play,نقل,الانتظار طويل أحياناً,2,2025-10-11,الرياض,latest
Uber,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-10-11,مكة المكرمة,latest
Careem,google_play,نقل,أفضل تطبيق نقل,5,2025-10-11,مكة المكرمة,latest
Keeta,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-12,جدة,latest
Mostaql,google_play,عمل_حر,فرص عمل متنوعة,4,2025-10-12,مكة المكرمة,latest
Uber,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-10-13,الرياض,latest
Kayan,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-13,الدمام,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-13,الرياض,latest
Uber,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-10-14,مكة المكرمة,latest
Careem,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-10-14,الرياض,latest
Careem,google_play,نقل,السائق ألغى الرحلة بدون سبب,1,2025-10-14,الرياض,latest
Bolt,google_play,نقل,خدمة رائعة ننصح بها,5,2025-10-14,الرياض,latest
Bolt,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-10-14,مكة المكرمة,latest
Jeeny,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-14,الرياض,latest
TheChefs,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-10-14,الرياض,latest
TheChefs,google_play,توصيل,تجربة جيدة,4,2025-10-14,الطائف,latest
Khamsat,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-10-14,المدينة المنورة,latest
Sary,google_play,عمل_حر,منافسة غير عادلة بالأسعار,1,2025-10-14,الرياض,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-10-15,تبوك,latest
Kayan,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-10-15,الدمام,latest
HungerStation,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-10-15,الطائف,latest
HungerStation,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-10-15,الرياض,latest
HungerStation,google_play,توصيل,أسوأ تجربة توصيل,1,2025-10-15,المدينة المنورة,latest
Khamsat,google_play,عمل_حر,خدمة عادية,3,2025-10-15,جدة,latest
Khamsat,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-10-15,الرياض,latest
Khamsat,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-10-15,مكة المكرمة,latest
Careem,google_play,نقل,أفضل تطبيق نقل,5,2025-10-16,جدة,latest
Careem,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-16,المدينة المنورة,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-16,جدة,latest
Keeta,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-10-16,الرياض,latest
Mostaql,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-10-16,الرياض,latest
Khamsat,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-10-16,الرياض,latest
Jeeny,google_play,نقل,خدمة رائعة ننصح بها,5,2025-10-17,الرياض,latest
Wasselni,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-17,الرياض,latest
Mostaql,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-10-17,الرياض,latest
Bolt,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-10-18,الرياض,latest
Jeeny,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-18,المدينة المنورة,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-18,جدة,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-18,مكة المكرمة,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-18,جدة,latest
ToYou,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-18,الرياض,latest
Mostaql,google_play,عمل_حر,العمولة مرتفعة,2,2025-10-18,الرياض,latest
Kayan,google_play,نقل,تطبيق سهل الاستخدام,4,2025-10-19,الرياض,latest
HungerStation,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-10-19,جدة,latest
HungerStation,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-19,الرياض,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-19,الدمام,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-19,جدة,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-19,الدمام,latest
Mrsool,google_play,توصيل,الطلب وصل لكن متأخر,3,2025-10-19,جدة,latest
Mrsool,google_play,توصيل,الطلب وصل بارداً وناقصاً,1,2025-10-19,الدمام,latest
Bolt,google_play,نقل,الأسعار معقولة,4,2025-10-20,الرياض,latest
Mostaql,google_play,عمل_حر,منصة موثوقة جداً,5,2025-10-20,الرياض,latest
Bolt,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-10-21,الدمام,latest
Kayan,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-10-21,الرياض,latest
Kayan,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-21,الرياض,latest
Mrsool,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-10-21,جدة,latest
Khamsat,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-10-21,مكة المكرمة,latest
HungerStation,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-22,جدة,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-22,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-22,الرياض,latest
ToYou,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-22,جدة,latest
Mostaql,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-10-22,الخبر,latest
Mostaql,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-10-22,الرياض,latest
Careem,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-10-23,الرياض,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-23,الرياض,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-10-23,جدة,latest
Mrsool,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-23,جدة,latest
Mrsool,google_play,توصيل,أحياناً تأخير كبير,2,2025-10-23,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-23,الدمام,latest
ToYou,google_play,توصيل,خدمة عادية,3,2025-10-23,المدينة المنورة,latest
Keeta,google_play,توصيل,تجربة مميزة جداً,5,2025-10-23,الدمام,latest
Uber,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-10-24,جدة,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-10-24,جدة,latest
HungerStation,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-10-24,الرياض,latest
HungerStation,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-10-24,الرياض,latest
Keeta,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-24,الرياض,latest
Keeta,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-10-24,الخبر,latest
Sary,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-10-24,الرياض,latest
Careem,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-25,جدة,latest
Wasselni,google_play,نقل,أفضل تطبيق نقل,5,2025-10-25,الرياض,latest
Jahez,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-25,مكة المكرمة,latest
TheChefs,google_play,توصيل,الطلب وصل بارداً وناقصاً,1,2025-10-25,الدمام,latest
TheChefs,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-10-25,الدمام,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-25,الرياض,latest
ToYou,google_play,توصيل,خدمة عادية,3,2025-10-25,الدمام,latest
ToYou,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-10-25,جدة,latest
Bolt,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-10-26,الدمام,latest
Wasselni,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-10-26,الرياض,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-10-26,الدمام,latest
Mrsool,google_play,توصيل,خدمة عادية,3,2025-10-26,الدمام,latest
ToYou,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-10-26,جدة,latest
Khamsat,google_play,عمل_حر,منصة موثوقة جداً,5,2025-10-26,جدة,latest
Uber,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-27,الرياض,latest
Uber,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-10-27,جدة,latest
Bolt,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-27,الرياض,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-27,جدة,latest
Kayan,google_play,نقل,الأسعار معقولة,4,2025-10-27,جدة,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-27,مكة المكرمة,latest
Khamsat,google_play,عمل_حر,منصة جيدة وفرص كثيرة,4,2025-10-27,جدة,latest
Khamsat,google_play,عمل_حر,منصة جيدة وفرص كثيرة,4,2025-10-27,الدمام,latest
Careem,google_play,نقل,الأسعار معقولة,4,2025-10-28,الدمام,latest
Bolt,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-28,جدة,latest
HungerStation,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-10-28,جدة,latest
Keeta,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-10-28,الرياض,latest
Mostaql,google_play,عمل_حر,منافسة غير عادلة بالأسعار,1,2025-10-28,الخبر,latest
Mostaql,google_play,عمل_حر,فرص عمل متنوعة,4,2025-10-28,جدة,latest
Sary,google_play,عمل_حر,العمولة مرتفعة,2,2025-10-28,جدة,latest
Sary,google_play,عمل_حر,المنافسة كبيرة والأسعار منخفضة,2,2025-10-28,أبها,latest
Careem,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-10-29,الرياض,latest
Bolt,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-10-29,الدمام,latest
Kayan,google_play,نقل,تجربة جيدة بشكل عام,4,2025-10-29,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-10-29,جدة,latest
ToYou,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-10-29,الرياض,latest
Keeta,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-10-29,الدمام,latest
Khamsat,google_play,عمل_حر,منصة موثوقة جداً,5,2025-10-29,الرياض,latest
Uber,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-10-30,جدة,latest
Careem,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-10-30,المدينة المنورة,latest
Careem,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-10-30,الدمام,latest
Jeeny,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-10-30,جدة,latest
Jeeny,google_play,نقل,الانتظار طويل أحياناً,2,2025-10-30,الرياض,latest
Mrsool,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-10-30,الرياض,latest
Mrsool,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-10-30,الرياض,latest
TheChefs,google_play,توصيل,تجربة جيدة,4,2025-10-30,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-30,الرياض,latest
ToYou,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-10-30,المدينة المنورة,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-10-31,جدة,latest
Jahez,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-10-31,الرياض,latest
Mrsool,google_play,توصيل,الطعام وصل طازجاً,4,2025-10-31,الرياض,latest
Mrsool,google_play,توصيل,أسوأ تجربة توصيل,1,2025-10-31,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-10-31,جدة,latest
ToYou,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-10-31,تبوك,latest
ToYou,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-10-31,جدة,latest
ToYou,google_play,توصيل,تجربة جيدة,4,2025-10-31,جدة,latest
Khamsat,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-10-31,الرياض,latest
Uber,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-11-01,المدينة المنورة,latest
Uber,google_play,نقل,أفضل تطبيق نقل,5,2025-11-01,مكة المكرمة,latest
Careem,google_play,نقل,بعض السائقين غير محترفين,2,2025-11-01,المدينة المنورة,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-11-01,الرياض,latest
Uber,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-11-02,الرياض,latest
Careem,google_play,نقل,أفضل تطبيق نقل,5,2025-11-02,الرياض,latest
Careem,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-11-02,الرياض,latest
Bolt,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-11-02,المدينة المنورة,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-11-02,جدة,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-11-02,الرياض,latest
ToYou,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-11-02,الدمام,latest
ToYou,google_play,توصيل,تجربة جيدة,4,2025-11-02,جدة,latest
ToYou,google_play,توصيل,تجربة جيدة,4,2025-11-02,جدة,latest
Khamsat,google_play,عمل_حر,فرص عمل متنوعة,4,2025-11-02,الرياض,latest
Khamsat,google_play,عمل_حر,خدمة عادية,3,2025-11-02,المدينة المنورة,latest
HungerStation,google_play,توصيل,خدمة عادية,3,2025-11-03,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-03,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-11-03,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-04,مكة المكرمة,latest
ToYou,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-11-04,جدة,latest
Jeeny,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-11-05,المدينة المنورة,latest
HungerStation,google_play,توصيل,خدمة رائعة دائماً,5,2025-11-05,جدة,latest
Mrsool,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-11-05,مكة المكرمة,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-11-05,الدمام,latest
Sary,google_play,عمل_حر,منصة جيدة وفرص كثيرة,4,2025-11-05,الرياض,latest
Careem,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-11-06,الطائف,latest
Bolt,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-11-06,الرياض,latest
Bolt,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-11-06,تبوك,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-11-06,الرياض,latest
Mrsool,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-06,الرياض,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-06,تبوك,latest
Khamsat,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-11-06,مكة المكرمة,latest
Bolt,google_play,نقل,بعض السائقين غير محترفين,2,2025-11-07,الخبر,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-11-07,الدمام,latest
Mrsool,google_play,توصيل,تجربة مميزة جداً,5,2025-11-07,جدة,latest
ToYou,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-11-07,الرياض,latest
Mostaql,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-11-07,الرياض,latest
Sary,google_play,عمل_حر,تجربة سيئة,1,2025-11-07,جدة,latest
Jahez,google_play,توصيل,تجربة مميزة جداً,5,2025-11-08,جدة,latest
TheChefs,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-11-08,الرياض,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-08,الرياض,latest
Keeta,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-11-08,الرياض,latest
Keeta,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-11-08,الدمام,latest
Bolt,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-11-09,جدة,latest
Bolt,google_play,نقل,تجربة جيدة بشكل عام,4,2025-11-09,مكة المكرمة,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-11-09,مكة المكرمة,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-11-09,مكة المكرمة,latest
TheChefs,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-11-09,المدينة المنورة,latest
Keeta,google_play,توصيل,أفضل تطبيق توصيل,5,2025-11-09,الدمام,latest
Sary,google_play,عمل_حر,منافسة غير عادلة بالأسعار,1,2025-11-09,الرياض,latest
Jeeny,google_play,نقل,خدمة عادية,3,2025-11-10,مكة المكرمة,latest
Wasselni,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-11-10,الرياض,latest
Mostaql,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-11-10,المدينة المنورة,latest
Mostaql,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-11-10,الدمام,latest
Khamsat,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-11-10,الرياض,latest
Uber,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-11-11,مكة المكرمة,latest
Uber,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-11-11,الدمام,latest
Uber,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-11-11,جدة,latest
Wasselni,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-11-11,الدمام,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-11-11,الرياض,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-11-11,الرياض,latest
Khamsat,google_play,عمل_حر,فرص موجودة لكن المنافسة عالية,3,2025-11-11,المدينة المنورة,latest
Sary,google_play,عمل_حر,فرص عمل متنوعة,4,2025-11-11,الرياض,latest
Uber,google_play,نقل,أفضل تطبيق نقل,5,2025-11-12,مكة المكرمة,latest
Careem,google_play,نقل,أفضل تطبيق نقل,5,2025-11-12,مكة المكرمة,latest
Kayan,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-11-12,جدة,latest
Kayan,google_play,نقل,خدمة رائعة ننصح بها,5,2025-11-12,الرياض,latest
Jahez,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-11-12,الرياض,latest
